,Season,TeamID,FGMR,FGAR,FGMR3,FGAR3,FTMR,FTAR,ORR,DRR,AstR,TOR,StlR,BlkR,PFR
0,2011,1155.0,1.1439312277038087,1.0228099693856274,1.445936248559682,1.1755960941159311,1.4335385036651194,1.3666042127654736,1.1589513926046333,1.1431099323801215,1.2225064199714948,0.9011582222359241,1.4342664381665118,2.7426900531082796,1.010809073754179
1,2011,1421.0,1.128530848335707,1.022646093524287,1.0796159987987017,0.9708126525076198,1.2306336382169534,1.1486171099287295,0.9308014410983738,1.0149628849715662,1.2237529115397736,0.9229811784370155,1.372366391882278,1.5895649934668938,1.0076528864120504
2,2011,1427.0,0.9909758973979609,0.9730843526004374,1.4575177896951368,0.9797035350425396,1.3432263448205426,1.249089318540504,1.019350345604727,1.0165059616921306,1.0875541701888212,1.0634423654751892,1.281382148313905,1.201868536099542,0.9707059403008317
3,2011,1433.0,1.011864310869214,1.043193568421954,1.85302655206951,1.607814519990554,1.5132167527227984,1.3803949716383164,0.9863645258257837,0.932510727015905,1.156376904730543,0.8453164394349971,1.9164002796701303,1.4541020067861654,1.0200321642083197
4,2011,1139.0,1.1365306642577662,1.0710342295915356,1.501083121365763,1.214824709308988,1.4135238216067725,1.1479592055904282,1.3121398300967972,1.0934682216543403,1.4527697171742946,0.9700340352631123,1.3478269504029723,0.913361079973983,1.0319874494753807
5,2011,1140.0,1.168364384550547,1.0495565590774394,1.734130562135376,1.3605859379005205,1.836934642692477,1.41771974260251,1.2112360664974509,1.1200792896523761,1.3256747477443003,0.826411497118178,1.6187499109042993,1.7963964109466797,0.9117873758375663
6,2011,1153.0,1.2034953746722736,1.1011302543540418,1.9874628342337284,1.3773076837551887,1.4790261778030676,1.4491560673656996,1.4702327193457725,1.1214038929401975,1.4047761894611313,0.8756209797902816,1.5108287986383904,2.132856076321609,1.0211635267795451
7,2011,1163.0,1.0914500806254748,1.0003052887591106,1.1078410575526507,1.0251032376061082,1.7391297883910044,1.4853623707432062,1.1591831269906543,1.1981102974647533,1.159738435144606,1.0131003252777122,1.228359100298377,2.158072175605561,0.8769224796994397
8,2011,1196.0,1.1291362650846362,1.0155282392469591,1.3719520349402667,1.0863274775847138,1.8105478175390737,1.5111233516387241,1.414327710075186,1.1938073103068227,1.3055878040309996,1.1182826434340774,1.3121300392964812,1.5126965235487795,0.8111979043546541
9,2011,1211.0,1.24407304451391,1.0097515228049965,0.9168198350512605,0.8474549234160819,1.9002949880698767,1.3875989560001782,1.4155623670431472,1.2908104944082004,1.6437923480428918,0.9981429291012259,1.3728884150528446,1.7960565438635316,0.9367405610896764
10,2011,1243.0,1.1462916348486538,1.102765327534636,1.7116761378027388,1.4221540665776542,1.1495767907430032,1.118091918151732,1.6896728194370334,1.1877396090988208,1.9455671343325478,1.0269507095941575,1.263870107703736,1.6504985541907713,0.9556578814204297
11,2011,1246.0,1.2027407229982463,1.0099672821184935,1.7633832465840669,1.1864437429949939,1.5757094040959667,1.367941107458037,1.1739253715008156,1.2370263387771296,1.2392181686695591,0.9075026713923983,1.3802209241311159,2.579041826355305,0.8911020191191171
12,2011,1287.0,1.1694085971193453,1.077174316648241,0.9834614353583523,1.0329326548530948,1.3841054270872293,1.3192285620335498,1.6722285360608395,1.2544440931351357,1.0100131628515043,1.0956775879901346,1.4885970303592573,1.6912596834569473,1.0571165148701942
13,2011,1338.0,1.2240002626657065,1.028014817618389,1.3515867045986754,0.9580044299966669,1.7055787032959346,1.6153789632723035,1.928612716725146,1.3866704654321709,1.6294533566233835,1.2235945181254895,1.4112583377355101,1.160127205433904,0.914641306224938
14,2011,1350.0,1.1503150653475345,0.9712192997332617,2.1898107822983865,1.2748332024143956,1.3949817020316633,1.3140479905520615,0.828638151147635,1.070272482648552,1.4733293463212567,0.903283914084601,1.8116594555327448,2.1554110055631823,0.9220782858782893
15,2011,1361.0,1.2347174963148535,1.0605679084045503,1.6771379380235272,1.1416987721527925,1.472483263072918,1.4322796768536592,1.376232336138249,1.2079903382713835,1.3654324072434791,0.9468814077749113,1.6495878609623593,2.7871375430405814,0.9259218495566259
